Review,deskripsi_negatif,deskripsi_netral,deskripsi_positif,harga_negatif,harga_netral,harga_positif,pengiriman_negatif,pengiriman_netral,pengiriman_positif,pelayanan_negatif,pelayanan_netral,pelayanan_positif,kualitas_negatif,kualitas_netral,kualitas_positif,lain-lain
moca corak dusty pink beda moca pasmina dipesan talinya tidak dipotong tidak diikat bordir talinya bwh pipi sisi indra dengar,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
baik adiwarna rasa po cepat chat dibalas santun recommended products and recommended seller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
bahannya tipis mulas rambutnya bordir tepi kurang rapi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
barang bagus puas barang suai deskripsi respond jual ramah terima,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
kirim lambatt teruss bahannya tipis suai harganya bgtu no recommended kualitas produk kurang baik cepat kirim kurang baik,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
barang suai pesan suai pesan kemas bagus,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
suka benda bagus suka khayal jatohnya tidak tegang tidak cepak reviewnya bilang cepak wlpn tipis transparan terawang dicoba dipakai bagus pakai ciput kendati apik overall suka time insyaallah repeat pesan el lucky store update tanggal bayar kerudung instant shalwa laras pesan kilat sampainya bekasi mantaplah tidak sesal belanja again,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
warna hitam pesan warna,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
respon jual tidak bagusasassasasas barang dikirim kurang jual beku komunikasi perbaiki dipelayanan jual jadikan adipati,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
awai krudung cepak tidak krudung hitam bli sbelm navy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
kilat kemas apik kainnya kasar terawang tidak panas banding harganya seller kualitas barang baik produk original harga produk baik kilat kirim baik,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
barang baik harga nilai fungsi produk oke jahit rapi dikit juragan sukses,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
senang antar cepat produk lumapunyan harga sgtu,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
jilbab instan terima barang da darat selamat oke bagus jilbabnya hrg murah barang,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
jahit ngasal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
pendek aslinya layer tidak rapi suai harga tidak beda corak beda ukur panjangnya,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
kerudung juragan kli kyak makek kyak gi tidak jahit,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
dasar tipis cek tebal tipis tidak pulang pergi kualitas produk standar,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
bordir kurang rapi pendek harga suai barang,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
bahan baguz kecewa biru wardahx gambar dateng mlh biru mint dateng,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
barang bagus piece cocok tengkyuuh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bercak harga produk standar,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ukur kecil kualitas produk kurang baik,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
barang bagus paketan afdal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bahannya bagus suai pesan bahannya bagus lembut nyamana,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
barang bagus harga kualitas fungsi produk oke,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
salah kirim orang bergo dikasih jilbab segi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kerudungnya jelek layer tipis dpn pendek tidak mennutup dada bagus diikaln besok tidak,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
algamdulillah paket darat aman barangnya bagus kemas apik percaya oder barang original harga produk baik cepat baik respon jual baik,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
recomended seller kualitas benda suai harga,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
kualitasnya laras harga lumayann,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
benda dateng kecewa dusty bakir pink fanta belakangnya cepak layer jaraknyah,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
gde lingkar muka gde pke pasak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
barang kecewa kerudungnya pendek cocok sd,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
kerudung pendek tipis respon lambat,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
chat balas singkat tidak nyambung jawaroses pengirimanbnya warna tidak suai gambar bahan biasa proses kirim lumayan chat kirim tidak tidak kirim harga murah kualitas jelek hasilnya kualitas produk tidak baik cepat kirim tidak baik respon jual tidak baik,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
khimarnya tidak dikirim,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kerudung tidak suai ukur pendek,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
alhmdllah paket seminggu pengemassan jilbab bagus kecil jilbab tlng kemas baik packingnya kebuka plstiknya tidak jatuh barang slh satunya,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
biar cakap recomended seller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pashmina barang bagus jasa kirim bagus,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
benda uda suai pesan pasmina cukup pendek jelbap kurung ist okeyy harga capai seler kualitas produk biasa harga produk biasa kilat kirim standar respon jual standar,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
harga lumayan jangkau layan standar,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
yh kerudungnya tidak cocok mukaa,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
kerudung kecil kualitas produk standar harga produk standar cepat kirim standar respon jual standar,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
kerudungannya bagus sampainya,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
pendek jilbab suai pakai sd ajha harua model sd cak dara kualitas produk biasa,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
recommend baik recommended seller ramah respons kilat,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
baik bagus cwe suka terima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
oke benda konsumen suka hijabnya terima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
lumayan kainnya suai harga mutiaranya putul,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
blanja mimom suka kerudung bund peroleh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
biasa barangnya kualitas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
lapis tidak gambar,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
kecewa belanja online tidak puas tidak ajaa dichat slowresp bordir tidak apik tidak angan angan gituu hijab parah tidak kualitas produk tidak baik respon jual tidak baik,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
pesan abu tua aswad dateng hitam,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
recomended kirim cptcpt kemas bagus,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
jilbabnya tidak tebal nrawang depannya pendek blkngnya,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
barang bagus proses kirim cepat cepat respon recomended,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
pilih warna mocca biar kembar beda warna beda warna tidak informasi kirim kecewa,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
recommended seller mantap barang suai pesan cepat sukses juragan,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
standar barangnya barang dikirim tidak laras foto produk belakangnya pendek,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
bagus pendek,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
maksi bnyak kakk senang bangedt pokonya bantu amanah yarobbal alamin kualitas produk baik produk original harga produk baik cepat baik,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
produk bagus suai gambar motif cerah terima,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
terima barang terima barang baik laras harga,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
mengecewkan mutiaranya lepas cost kecewa protes teliti please kualitas produk standar harga produk standar cepat kirim standar respon jual standar,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
bekas sepidol perhatikan sblm,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
aksi tidak tembem materi halus motif kerren cepat sesuia urai harga kualitas produk baik produk original harga produk baik cepat kirim baik,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
tipis oke tidak pasar suai foto suka,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
materi fleece babyterry teman teman adem pastinya tebel cuss buru diorder cokol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kerundungnya bagus warna coklat umur gimanaa warnanya taunya coklat pramuka gapapa nilai barang baik barang original harga barang baik kilat kirim baik,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
tidak suai foto potong pendek,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
barang kirim afdal suai catat barang jahit miring nilai produk baik,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
dipesan wrn lime wrn abuk,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tidak suai ekspektasi kecil jilbabnya warnanya kurang suai,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
kecewa barang tidak suai foto kerudung alit,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
kecewa jilbab pendek ngegantung bahu warna konfirmasi beda pesan lanjur double dikasih warna rugi komplain,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
pling suka warna loh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
bagus dikirim baik dikirim,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
barang selamat ukur kecil,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
jilbab keren jilbabx sukasuka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
jilbab sd mon maap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
nilai disembunyikan kandung spam konten kurang koin ditarik nilai kualitas produk tidak baik produk tidak original,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
taman dipakai kualitas produk bagus produk original harga produk baik,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
lumayan kecewa harga hijabnya mahal respon jual standar kirim standar,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
jual tidak amanah tidak teliti barang tidak dikirim hati hati males pesan kedepannya seller baik kualitas kirim tokonya tidak disertai foto males,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pesennya warna mustard warna bagus produknya,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
kemas rapi awai panjangnya tidak suai foto panjangnya tidak pesan orang,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asli bagus cocok ootd hari recommended seller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
bergonya cantiik jatuh cinta motif hijab hwc keren cantik bahannya lembut adem nyaman hari hwc kualitas produk baik produk original harga produk baik cepat kirim baik respon jual baik,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
warna armi aneh tidak pesan dongker dikirim hitam main kirim warna donk pesan orang tidak ikhlas dunia akhirat,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
hijabnya bagus foto asli terima,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
benda barang oke bahan lembut jilbab tidak suai deskripsi deskripsi gap ubah nilai kurang puas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
benda bagus benda suai foto deskripsi jual barang arti baik senang produknya dipaketkan apik tidak aib recommend seller sellernya doakan maju,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
lumayan lumayan laras harganya,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tidak layak tipis kualitas produk tidak baik,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
mintaknya warna coklat susu warna kuning,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
mesen mocca laras dateng warna beda,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
mnggu kynya pesannan belah pda dtng kecewa dsni laden,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
jilbab cepak suai sd kecewa,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
kirim cepat kualitas laras harga seller teliti layer beda bentuk harap seller lever barang sblm kirim cek,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
pendek kerudung ukur navy maroon lumayan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
warnanya tidak suai pesan kaya konfirmasi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kirim cepat barang ori admin baik terima,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
kecewa jilbabnya harganya mahal kirim lumayan lambat,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
best seller respon cepat kirim cepat,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
barang darat kirimnya nyampeknya kilat mocanya gelap bget tidak barang,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
kemas lumayan cepat rapi harga oke kualitas lumayan suai harga suka belanja kemas aman adminnya ramah da komunikatif harga oke jual terima lengkap suai pesan bonus tambahin model,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
gasukaa dikecewain kapok pokonya tunggu ditransfer buktinya dibales engga,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kualitas benda oke kirim cepat puas peroleh,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
bahannya jelek gap pesan bagus bahannya tidak laras warnanya pesan dark grey dikirim navy pesan coffe dikirim moka pesan pesan bagus pesan kualitas barang tidak bagus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
terima baik harga cukup ikhwan awet,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
barang bagus cepat pngeriminay peroleh,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
bagus suai buatku harga rupa en suai pakenya cepat tidak kecewa pesan,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
jujur cak guncang lihat produknya kualitas ngeri,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
keren pesan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pesan maroon dikirim warna magenta ungu teliti ambil barang,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tidak gambar kerudung sd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kemas oke nilai produk oke materi terjun pink lemon skin corak sifon teksturnya produk original peroleh seller,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cek barang skrng rubah jilbab pesan tidak suai ngajukan uda lanjur klik pesan diterima,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bagus peroleh pelapak thnks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kecewa hijab warna hitam instan tali tidak,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
datangnya campur warna tulis catat beda warna hitam tidak barang laj pendek gambarnya amati ketutup tangan harga produk standar,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
bagus barangnya tidak kecewa suai pesan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
oke mantap kualitas produk baik produk original harga produk baik,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
kemas lumayan kirim oke kilat materi tipis serabut kenur it oke,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
kirim oke kecewa potong bergo beda warna beda ukur navy kecil cocok,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
puas bahan aga tipis oke bagus bagus barang cepat respon cepat,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
kecewa kecewa kecewa kecewa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tidak gambar asli bhan tipis pendek,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kecewa pesan kerudung datangnya bayarnya dikurir dikemasan tulis dibuka buah ditunggu itikad baiknya,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
benda suai pesan barang suai pesan recommended seller terima,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
pashmina coklat warnanya lumayan gambar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puas cepat warna hitam terima,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
kerudung shalwa pelayananya kilat barangnya baik bli diaini tidak kecewa,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
oke senang hijab murah kualitas bagus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
hijab pendek tidak kaya gambar suai,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
jilbab pendek jilbab ukur,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
warna perhatikan salah warna custemer tidak mai ambil,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
biasa barangnya baik beda ukur alit pasnya,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
psannya abu tua hitam krim kduanya hitam lbih pnjang drpda blkg pndek blkg ps pke sedih tu kualitas produk kurang baik,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
harga suai kualitas modelnya aneh suai perbaiki bahannya no comment suai harga warna suai pesan amanah talinya dijait belah pelipis belah dagu deket pipi aneh suai diiket,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
kecewa barang tidak suai foto foto jilbabnya tebel dateng kaya kerudung alit kainnya tipis terawang harga murah seenggaknya tampilin foto asli biar kualitasnya nilai produk tidak bagus respon jual tidak bagus,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
benda oke suai foto respon kilat ramah pengirimanya cepat terima,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
kualitas benda laras harga jual tidak amanat kurang barang tidak lawat diganti jual tidak respon smaskali kilat kirim tidak baik respon jual tidak baik,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
warnanya mnta gambar kasihnya warana kuning terang salah barang tidak tf tidak notifikasi sms dh masuk kecewa dh,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
namat yuni yauma namat wal haninu nama rohat tahtawini yak rosulallah ahmad nurol huda bi syauqun fauqol mada aini tarju an tarok ruhi habibi fidak anaq thoifuhu qolbi dzabat fi yadaihi yadi nadatuh uyuni wabahah lamasal qolba haudhuhu kautsaru warowa syarbatun lidaw kualitas produk baik produk original harga produk baik cepat kirim baik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tipis yak,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tidak suai gambar kualitas produk tidak baik,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
bagus tidak mengecewakann keren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
suka hijab suai baget mukaku warna suka warna nunggu promo saran bahan tebelin dikit cutting jahit dipanjangin mantap sukses hwc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
pesan tidak kecewa tidak smpat fhoto dicuci,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
harganya cukup mahal tidak papa oke layan oke jilbabnya laras deskripsi terima,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
tipis suai harga kualitas produk standar,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
keren bhnx adem suai lh harga,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
putus asa grgr minggu tidak dikirim suai ngajuin kembali dana kirim dilanjutin suai unboxing hijab kurang hadeeh oke terima,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
benda bagus harga capai kualitas oke produk suai dipesan fungsinya pastinya suai,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
bahannya tipis kecil pantes sd smp harga murah,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
suai harga kondisi barangnya harga produk standar,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
barang suai pesan barang suai pesan jahit rapi bahannya bagus lubang mukanya longgar,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
kirim cepat kualitas bahan kurang bagus sayangnya kurang,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
terima paket sudh diterima bahannya tipis kualitas produk standar harga produk standar cepat kirim standar respon jual standar,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
bagus barang suai pesan recomend seller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
puas jahit sisa sisa benang jahit pinggir overall suka bahan suai ekspektasi kemas sampek kualitas produk baik produk original harga produk baik,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
waa bagus warnanuaa kian peseb tidak peenah kecewaa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
barang selamat laras pesan lengkap seller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
terimah hijabnya nyampai bahagia laras corak kemas apik cepat kirim oke harga produk murah suai jual materi suai harga rekommended seller,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
paket smpai barang bagus khimar materi tebal daster bagiang lengan bwah tidak obras cepat bagus respon jual baik,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
tidak laras dipesan pesannya kerudung renda kerudung polopens lelah teliti jual terima,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
lumayan tipis kaku kemas lamretong harga produk standar respon jual standar,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
krudungnya nympe difect kya ktarik benang krudungnya bagus bahannya okee wlwpn tidak kliatan ketariknya dkt kliatan smga slnjutnya lihat aplg belinya with box nh,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
dibilang warnanya diganti suai produknya tidak diganti warna beda awai catat salah cepat kurang bagus,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ndk laras barang sye model gambar dtng,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kerudung hijab jilbab instant shalwa barang bagus suai digambar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
barangnya cacat jahit tidak rapi potong bahan kurang rapi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
kecil lumayan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
digambar aslinya pendek tidak bagus terima,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
jilbab kecil lumayan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kemas baik produk baik cepat puas seller puas hasil,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
puas terima barang suai pesan bagus suka,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
kirim cepat benda bagus kecil nilai produk biasa harga produk standar,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
barang maksimum barang top top kirim cepat,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
lumayan puas kecewa kirim paket kurang teliti baca alamat,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tipiss kualitas produk standar harga produk standar cepat kirim standar,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
tidak suai gambar ngarep adam hrgnyajuga murah,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
barangnya baik seller kirimnya barangnya baik seller kirimnya,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
senang benda bagus barang jilbab serutnya lumayan bagus harga sgitu kualitas brfungsi baik,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
foto keliatannya pendek,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bagus murah bagus murah,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tidak suai foto corak,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lumayan suai harga lumayan tipis nilai barang standar,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
suai ngx kirim suruh,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
laras foto suai gambar wlpn warna coklat kirim tidak suai pesan,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
bagus murah nilai top cepat puas terima shoppee,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
jilbab bagus bhannya sesui harga langgann amanah psenn cepat krimnya lengkap tidak ragu blanja kualitas produk baik produk original harga produk baik cepat kirim baik respon jual baik,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
kurang suai foto nampak trnyata pendek pasminanya,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
produk terima butuh jahit kurang rapi perhatikan kualitas jahit,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
jilbab dateng kerudung kerudung alpa mna bahan tebel tipis jual percaya ngebohongin orng berkah mna nympe minggu niat tidak jual insaf,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
mintanya kuyit do oren,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
barang kosong tidak dikabari uangnya dikembalikan dikabarin biar warna asli kecewa gabisa amanah,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
baik hati hati drpd pakai jilbab paris segi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kirim lambat po nilai istri senang,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
bolong pesan dikecewakan diperhatikan kemas bahan tipis bolong nilai barang tidak baik,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
catat tidak kecewa tidak smpat fhoto dicuci,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pesnan jual alpa informasi warna foto moca coksu nilai barang biasa harga produk standar cepat kirim standar respon jual standar,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
kualitas standar bahan jilbabnya tipis terawang,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
benda baik harga suai produk bagus pakai pesan,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
benda bagus seller responsif dikirim musim setellah dibayar dipaket bahagia recommended seller terima hasil,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
suai ekspektasi suai ekspektasi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
nilai disembunyikan kandung spam konten kurang koin ditarik nilai kualitas produk tidak baik produk tidak original harga produk tidak baik cepat kirim tidak baik respon jual tidak baik,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
biar bicara benda lengkap kirim cepat,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
hijabnya tebal tipis bahan kaku,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
bahan hijabnya tipis lembut mantap nilai produk baik produk original harga produk baik kilat kirim baik,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
warna suai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
barang bagus puas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
oke okelah bagus suai bagus sip okeh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
warna tidak suai minta robek tali kualitas produk tidak baik,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
beda kecewa kualitas produk tidak bagus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
produk harga mahal kualitas materi biasa,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
standar barang bagus biasa,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
